Rk,Player,Nation,Pos,Goals,Shots,SoT,G/Sh,G/SoT,
1743,Luis Muriel,COL,FW,1,1.72,0.47,0,0,
1744,Jeison Murillo,COL,DF,0,0.13,0,0,0,
1745,Vedat Muriqi,KVX,FW,8,2.34,0.82,0.14,0.4,
1746,Jacob Murphy,ENG,FW,1,1.94,0.81,0.08,0.2,
1747,Nicola Murru,ITA,DF,0,0.48,0,0,0,
1748,Yunus Musah,USA,MF,0,0.97,0.13,0,0,
1749,Jamal Musiala,GER,MFFW,10,2.65,1.19,0.25,0.56,
1750,Juan Musso,ARG,GK,0,0,0,0,0,
1751,Suliman Mustapha,AUT,FWMF,0,2.5,0,0,0,
1752,Yvon Mvogo,SUI,GK,0,0,0,0,0,
1753,Enock Mwepu,ZAM,FWMF,0,0.83,0.42,0,0,
1754,Vitaliy Mykolenko,UKR,DFMF,0,0.35,0.1,0,0,
1755,Joakim Mæhle,DEN,DFMF,2,1.11,0.34,0.15,0.5,
1756,Obite N'Dicka,FRA,DF,0,0.37,0.05,0,0,
1757,Nathan N'Goumou,FRA,FW,0,0,0,0,0,
1758,Nathan N'Goumou,FRA,FW,0,0.59,0.29,0,0,
1759,Stanley N'Soki,FRA,DF,1,0.5,0.17,0.17,0.5,
1760,Nacho,ESP,DF,0,0.54,0.18,0,0,
1761,Nikolas Nartey,DEN,DFMF,0,0.98,0,0,0,
1762,Juanjo Narváez,COL,MFFW,0,1.88,0,0,0,
1763,Matija Nastasi?,SRB,DF,0,0.32,0.16,0,0,
1764,Roberto Navarro,ESP,MFFW,0,3.43,1.43,0,0,
1765,Jesús Navas,ESP,DFFW,0,0.42,0.17,0,0,
1766,Keylor Navas,CRC,GK,0,0,0,0,0,
1767,Michel Ndary Adopo,FRA,MFDF,0,0.74,0,0,0,
1768,Youssouf Ndayishimiye,BDI,MFDF,0,0.45,0,0,0,
1769,Papa Ndiaga Yade,SEN,DFMF,0,1.94,0.56,0,0,
1770,Wilfred Ndidi,NGA,MFDF,0,0.5,0.2,0,0,
1771,Tanguy Ndombele,FRA,MF,0,2.13,0.16,0,0,
1772,Álvaro Negredo,ESP,FW,1,2.1,0.97,0.08,0.17,
1773,Reiss Nelson,ENG,FW,2,4.29,4.29,0.67,0.67,
1774,Ilija Nestorovski,MKD,FWMF,1,2.31,0.77,0.33,1,
1775,Neto,BRA,GK,0,0,0,0,0,
1776,Pedro Neto,POR,FWMF,0,1.64,0.3,0,0,
1777,Luca Netz,GER,DFFW,0,0,0,0,0,
1778,Manuel Neuer,GER,GK,0,0.17,0.08,0,0,
1779,Florian Neuhaus,GER,MF,0,1.53,0.34,0,0,
1780,Rúben Neves,POR,MF,5,1.9,0.38,0.08,0.38,
1781,Neymar,BRA,MFFW,12,2.05,1.02,0.29,0.59,
1782,Jessic Ngankam,GER,MFFW,0,3.13,1.25,0,0,
1783,Cyril Ngonge,BEL,FWMF,1,6.67,3.33,0.17,0.33,
1784,Moussa Niakhate,FRA,DF,0,1.67,1.11,0,0,
1785,Ibrahima Niane,SEN,FW,0,2.5,2.5,0,0,
1786,M'Baye Niang,SEN,FW,3,1.91,0.43,0.05,0.2,
1787,Tanguy Nianzou,FRA,DF,1,0.4,0.1,0.25,1,
1788,Rasmus Nicolaisen,DEN,DF,0,0.39,0.15,0,0,
1789,Hans Nicolussi Caviglia,ITA,MF,1,0.47,0.23,0.5,1,
1790,Florian Niederlechner,GER,FWMF,4,2.77,1.49,0.14,0.27,
1791,Florian Niederlechner,GER,FW,0,4.55,0.91,0,0,
1792,Saúl Ñíguez,ESP,MFDF,1,1.67,0.83,0.1,0.2,
1793,Dimitris Nikolaou,GRE,DF,0,0.32,0,0,0,
1794,Fernando Niño,ESP,MF,0,0,0,0,0,
1795,Rasmus Nissen,DEN,DF,0,0.56,0.08,0,0,
1796,Justin Njinmah,GER,FW,0,0,0,0,0,
1797,Eddie Nketiah,ENG,FW,4,3.45,1.49,0.13,0.31,
1798,Christopher Nkunku,FRA,FWMF,12,2.89,1.2,0.24,0.59,
1799,Lukas Nmecha,GER,FW,4,2.26,0.75,0.19,0.57,
1800,Diego Noguerol,ESP,FWDF,0,0,0,0,0,
1801,Arnaud Nordin,FRA,FWMF,4,1.69,0.4,0.19,0.8,
1802,Riad Nouri,FRA,MF,1,0.96,0.3,0.08,0.25,
1803,Hugo Novoa,ESP,DFFW,1,1.5,1,0.33,0.5,
1804,Randy Ntekja,FRA,FW,0,0,0,0,0,
1805,Randy Ntekja,FRA,FWMF,0,3.08,0,0,0,
1806,Alexander Nübel,GER,GK,0,0,0,0,0,
1807,Matheus Nunes,POR,MF,0,1.41,0.38,0,0,
1808,Darwin Núñez,URU,FW,5,5.55,2.27,0.08,0.2,
1809,Unai Núñez,ESP,DF,0,0.42,0.05,0,0,
1810,Bram Nuytinck,NED,DF,0,0.23,0,0,0,
1811,Bram Nuytinck,NED,DF,0,0.37,0,0,0,
1812,Ethan Nwaneri,ENG,FW,0,0,0,0,0,
1813,Gerzino Nyamsi,FRA,DF,0,0.46,0.09,0,0,
1814,Ørjan Nyland,NOR,GK,0,0,0,0,0,
1815,M'Bala Nzola,ANG,FW,9,2.26,0.85,0.18,0.47,
1816,Christian Nørgaard,DEN,MF,1,0.93,0.56,0.1,0.17,
1817,Lewis O'Brien,ENG,MF,1,1.08,0.31,0.14,0.5,
1818,Pedro Obiang,EQG,MF,0,0.81,0,0,0,
1819,Jan Oblak,SVN,GK,0,0,0,0,0,
1820,Brian Ocampo,URU,MFFW,1,1.1,0.17,0.08,0.5,
1821,Lucas Ocampos,ARG,FWMF,0,2.9,0.65,0,0,
1822,Guillermo Ochoa,MEX,GK,0,0,0,0,0,
1823,Wilson Odobert,FRA,MFFW,3,1.53,0.51,0.2,0.6,
1824,Tim Oermann,GER,DF,0,0,0,0,0,
1825,Angelo Ogbonna,ITA,DF,0,0.19,0,0,0,
1826,Florent Ogier,FRA,DF,0,0.19,0,0,0,
1827,David Okereke,NGA,FWMF,5,2.25,0.69,0.11,0.36,
1828,Caleb Okoli,ITA,DF,0,0.53,0.21,0,0,
1829,Olasagasti,ESP,MFDF,0,4.29,1.43,0,0,
1830,Lucas Olaza,URU,DF,0,0.31,0,0,0,
1831,Finn Ole Becker,GER,MF,0,0,0,0,0,
1832,Mathias Olesen,LUX,MF,0,0,0,0,0,
1833,Michael Olise,FRA,MFFW,2,1.5,0.33,0.09,0.4,
1834,Brian Oliván,ESP,DF,0,0.55,0.11,0,0,
1835,Lucas Oliveira Rosa,BRA,DF,0,0.47,0.16,0,0,
1836,Mathías Olivera,URU,DF,1,0.34,0.17,0.5,1,
1837,Dani Olmo,ESP,MFFW,2,3.13,1.08,0.08,0.22,
1838,Robin Olsen,SWE,GK,0,0,0,0,0,
1839,Warmed Omari,FRA,DF,0,0,0,0,0,
1840,Jonas Omlin,SUI,GK,0,0,0,0,0,
1841,Jonas Omlin,SUI,GK,0,0,0,0,0,
1842,Ado Onaiwu,JPN,FW,1,1.32,0.29,0.11,0.5,
1843,Amadou Onana,BEL,MF,1,1.21,0.18,0.05,0.33,
1844,André Onana,CMR,GK,0,0,0,0,0,
1845,Jean Onana,CMR,MF,0,0.75,0,0,0,
1846,Karim Onisiwo,AUT,FWMF,8,2.59,1.19,0.16,0.35,
1847,Josh Onomah,ENG,MF,0,0,0,0,0,
1848,Paul Onuachu,NGA,FW,0,0.77,0.77,0,0,
1849,Frank Onyeka,NGA,MF,0,0.61,0.2,0,0,
1850,Loïs Openda,BEL,FW,9,3.44,1.66,0.17,0.36,
1851,Willi Orban,HUN,DF,3,0.89,0.32,0.18,0.5,
1852,Ivan Ordets,UKR,DF,0,0.32,0,0,0,
1853,Divock Origi,BEL,FW,2,2.7,1.27,0.12,0.25,
1854,Aimar Oroz,ESP,MFFW,3,1.11,0.37,0.17,0.5,
1855,Mislav Orši?,CRO,MF,0,0,0,0,0,
1856,Riccardo Orsolini,ITA,FW,5,3.59,1.09,0.09,0.29,
1857,Pedro Ortiz,ESP,MF,0,0,0,0,0,
1858,Jordi Osei-Tutu,ENG,FWDF,0,1.72,0.69,0,0,
1859,Victor Osimhen,NGA,FW,16,4.42,1.79,0.23,0.57,
1860,Patrick Osterhage,GER,MFFW,0,0.5,0,0,0,
1861,Paulo Otávio,BRA,DF,0,0.89,0.06,0,0,
1862,Dango Ouattara,BFA,MF,0,3.45,0.69,0,0,
1863,Dango Ouattara,BFA,FWMF,6,3.02,0.99,0.12,0.35,
1864,Remi Oudin,FRA,FWMF,0,2.57,1.14,0,0,
1865,Zinédine Ould Khaled,FRA,MFFW,0,2,2,0,0,
1866,Azzedine Ounahi,MAR,MF,1,5,2.5,0.5,1,
1867,Azzedine Ounahi,MAR,MFFW,0,1.84,0.48,0,0,
1868,Adam Ounas,ALG,FW,0,5,0,0,0,
1869,Adam Ounas,ALG,FW,1,2.41,0.92,0.05,0.13,
1870,Thomas Ouwejan,NED,DF,0,0.6,0.12,0,0,
1871,Reece Oxford,ENG,DF,0,0,0,0,0,
1872,Alex Oxlade-Chamberlain,ENG,FWMF,1,2,0.86,0.14,0.33,
1873,Mikel Oyarzabal,ESP,FWMF,1,1.05,0.53,0,0,
1874,Salih Özcan,TUR,MF,0,0.15,0.08,0,0,
1875,Cenk Özkacar,TUR,DF,0,1.05,0.35,0,0,
1876,David Ozoh,,FW,0,0,0,0,0,
1877,Levin Öztunalý,GER,MF,0,0,0,0,0,
1878,Fernando Pacheco,ESP,GK,0,0,0,0,0,
1879,Jon Pacheco,ESP,DF,0,0.13,0,0,0,
1880,Gonçalo Paciência,POR,FW,1,3.86,0.91,0.06,0.25,
1881,Simone Pafundi,ITA,MF,0,0,0,0,0,
1882,Exequiel Palacios,ARG,MF,1,0.86,0.32,0.13,0.33,
1883,Helibelton Palacios,COL,DF,0,0.23,0.16,0,0,
1884,Ante Palaversa,CRO,MF,1,10,10,1,1,
1885,Isaac Palazón Camacho,ESP,FWMF,5,2.57,0.66,0.09,0.36,
1886,João Palhinha,POR,MF,3,1.29,0.32,0.11,0.43,
1887,Nicolas Pallois,FRA,DF,0,0.26,0.07,0,0,
1888,Cole Palmer,ENG,FWMF,0,1.54,0,0,0,
1889,Erik Palmer-Brown,USA,DF,0,0.24,0.05,0,0,
1890,Emerson Palmieri,ITA,DFMF,1,1.15,0.49,0.14,0.33,
1891,Miloš Pantovi?,SRB,MF,1,2.5,1,0.2,0.5,
1892,Flavio Paoletti,ITA,MF,0,0,0,0,0,
1893,Antonios Papadopoulos,GER,DF,0,10,0,0,0,
1894,Lucas Paquetá,BRA,MF,2,2.58,0.67,0.03,0.13,
1895,Lucas Paquetá,BRA,MF,0,2.78,0.56,0,0,
1896,Aitor Paredes,ESP,DF,0,2.5,1.25,0,0,
1897,Kevin Paredes,USA,MFFW,1,0.61,0.61,0.5,0.5,
1898,Leandro Paredes,ARG,MF,0,1.55,0.17,0,0,
1899,Leandro Paredes,ARG,MF,0,0,0,0,0,
1900,Daniel Parejo,ESP,MF,1,0.72,0.26,0,0,
1901,Fabiano Parisi,ITA,DF,2,0.74,0.11,0.14,1,
1902,Moises Parra Gutierrez,ESP,FW,0,0,0,0,0,
1903,Raúl Parra,ESP,DFMF,0,0,0,0,0,
1904,Thomas Partey,GHA,MF,2,1.29,0.18,0.09,0.67,
1905,Marco Pašali?,CRO,MF,0,10,0,0,0,
1906,Mario Pašali?,CRO,MFFW,2,1.14,0.35,0.15,0.5,
1907,Felix Passlack,GER,DF,0,0,0,0,0,
1908,Javier Pastore,ARG,MF,0,0,0,0,0,
1909,Patric,ESP,DF,0,0.11,0,0,0,
1910,Rui Patrício,POR,GK,0,0,0,0,0,
1911,Nathan Patterson,SCO,DFMF,0,0.73,0.09,0,0,
1912,Paulinho,BRA,FW,1,2.22,1.11,0.5,1,
1913,Gabriel Paulista,BRA,DF,1,1.34,0.12,0.09,1,
1914,Benjamin Pavard,FRA,DF,1,1.05,0.39,0.06,0.17,
1915,Ji?í Pavlenka,CZE,GK,0,0,0,0,0,
1916,Dimitri Payet,FRA,MFFW,2,2.69,0.51,0.05,0.25,
1917,Ben Pearson,ENG,MF,0,0.63,0.31,0,0,
1918,Kristian Pedersen,DEN,DF,0,0.33,0,0,0,
1919,Mads Pedersen,DEN,DFMF,0,0.17,0,0,0,
1920,Alfonso Pedraza,ESP,DF,0,1.61,0.65,0,0,
1921,Pedri,ESP,MFFW,5,0.94,0.47,0.31,0.63,
1922,Pedro,ESP,FW,3,1.85,0.56,0.13,0.43,
1923,Jordan Pefok,USA,FW,4,2.11,0.55,0.17,0.67,
1924,Gianluca Pegolo,ITA,GK,0,0,0,0,0,
1925,Peter Pekarík,SVK,DF,0,0,0,0,0,
1926,Pietro Pellegri,ITA,FW,1,1.46,0.73,0.17,0.33,
1927,Lorenzo Pellegrini,ITA,MF,2,2.01,0.56,0,0,
1928,Luca Pellegrini,ITA,DF,0,2.26,0.32,0,0,
1929,Facundo Pellistri,URU,FW,0,0,0,0,0,
1930,Timothee Pembele,FRA,DF,0,2.86,0,0,0,
1931,Rubén Peña,ESP,DFMF,0,1.51,0.27,0,0,
1932,Patrick Pentz,AUT,GK,0,0,0,0,0,
1933,Nicolas Pépé,CIV,FWMF,6,2.87,1.1,0.08,0.2,
1934,Ricardo Pepi,USA,FW,0,0.91,0,0,0,
1935,Pepín,EQG,MF,0,0.63,0,0,0,
1936,Alberto Perea,ESP,MF,0,0,0,0,0,
1937,Juan Perea,COL,FW,0,0,0,0,0,
1938,Andreas Pereira,BRA,MF,2,1.42,0.52,0.03,0.09,
1939,Brayann Pereira,FRA,DF,0,0,0,0,0,
1940,Danilo Pereira,POR,DFMF,1,0.98,0.15,0.08,0.5,
1941,Mathias Pereira Lage,POR,MFFW,1,1.5,0.58,0.06,0.14,
1942,Ricardo Pereira,POR,MFFW,0,0,0,0,0,
1943,Roberto Pereyra,ARG,DFMF,2,1.45,0.52,0.08,0.22,
1944,Ayoze Pérez,ESP,MFFW,0,1.9,0.48,0,0,
1945,Ayoze Pérez,ESP,FW,0,2,0,0,0,
1946,Carles Pérez,ESP,MFFW,0,2.21,0.53,0,0,
1947,Francisco Perez,ESP,FWDF,0,2,0,0,0,
1948,Kike Pérez,ESP,MF,0,1.68,0.47,0,0,
1949,Lucas Pérez,ESP,FW,3,2.43,0.86,0.18,0.5,
1950,Luis Pérez,ESP,DF,0,0.15,0,0,0,
1951,Nehuén Pérez,ARG,DF,1,0.69,0.34,0.08,0.17,
1952,Mattia Perin,ITA,GK,0,0,0,0,0,
1953,Ivan Periši?,CRO,DFMF,0,0.95,0.19,0,0,
1954,Romain Perraud,FRA,DF,2,1.76,0.31,0.09,0.5,
1955,Gaëtan Perrin,FRA,MFFW,2,1.63,0.93,0.14,0.25,
1956,Lucas Perrin,FRA,DF,0,0.1,0.1,0,0,
1957,Matteo Pessina,ITA,MF,3,0.94,0.24,0.06,0.25,
1958,Andrea Petagna,ITA,FW,2,1.77,0.63,0.06,0.17,
1959,Nils Petersen,GER,FW,0,1.9,0,0,0,
1960,Lukas Petkov,GER,MFFW,0,1.25,0,0,0,
1961,Germán Pezzella,ARG,DF,0,0.44,0,0,0,
1962,Giuseppe Pezzella,ITA,DF,0,0.28,0,0,0,
1963,Luca Pfeiffer,GER,FW,0,1.67,0.14,0,0,
1964,Maximilian Philipp,GER,FW,0,0.77,0.77,0,0,
1965,Maximilian Philipp,GER,MF,0,0,0,0,0,
1966,Kalvin Phillips,ENG,MF,0,5,0,0,0,
1967,Nathaniel Phillips,ENG,DF,0,1.43,0,0,0,
1968,Krzysztof Pi?tek,POL,FW,3,2.42,0.94,0.06,0.17,
1969,Roberto Piccoli,ITA,FW,0,1.9,0.95,0,0,
1970,Roberto Piccoli,ITA,MFFW,0,2.86,1.43,0,0,
1971,Charles Pickel,SUI,MF,1,1.1,0.39,0.06,0.17,
1972,Jordan Pickford,ENG,GK,0,0,0,0,0,
1973,Amos Pieper,GER,DF,1,0.55,0.12,0.11,0.5,
1974,Ronaël Pierre-Gabriel,FRA,DF,0,2,0,0,0,
1975,Ronaël Pierre-Gabriel,FRA,DF,0,0.41,0.27,0,0,
1976,Andrea Pinamonti,ITA,FW,3,2.69,0.76,0.05,0.18,
1977,Ethan Pinnock,JAM,DF,0,0.5,0.21,0,0,
1978,Yeremi Pino,ESP,MFFW,2,1.69,0.73,0.1,0.22,
1979,Gerard Piqué,ESP,DF,0,0.7,0,0,0,
1980,Lorenzo Pirola,ITA,DF,0,0.3,0,0,0,
1981,Marko Pjaca,CRO,MFFW,0,2.89,0.44,0,0,
1982,Óscar Plano,ESP,FWMF,1,1.27,0.49,0.06,0.14,
1983,Gonzalo Plata,ECU,FWMF,0,1.76,0.88,0,0,
1984,Marvin Plattenhardt,GER,DF,0,0.29,0.07,0,0,
1985,Alassane Pléa,FRA,FW,2,1.38,0.6,0.06,0.14,
1986,Tommaso Pobega,ITA,MF,1,1.56,0.47,0.1,0.33,
1987,Daniel Podence,POR,FWMF,5,2.26,0.89,0.15,0.38,
1988,Joel Pohjanpalo,FIN,FWMF,0,0,0,0,0,
1989,Matteo Politano,ITA,FW,3,2.17,0.33,0.05,0.33,
1990,Sebastian Polter,GER,FWMF,1,1.15,0.77,0.17,0.25,
1991,Ezequiel Ponce,ARG,FW,3,2.11,0.92,0.19,0.43,
1992,Julien Ponceau,FRA,MF,0,0.56,0.08,0,0,
1993,Marin Pongra?i?,CRO,DF,0,0.11,0,0,0,
1994,Nick Pope,ENG,GK,0,0,0,0,0,
1995,?ukasz Por?ba,POL,MF,0,1.11,0,0,0,
1996,Jackson Porozo,ECU,DF,2,1.24,0.51,0.12,0.29,
1997,Pedro Porro,ESP,DF,0,0,0,0,0,
1998,Francisco Portillo,ESP,FWMF,2,0.75,0.5,0.67,1,
1999,Portu,ESP,DFMF,0,1.15,0.38,0,0,
2000,Stefan Posch,AUT,DF,4,0.88,0.51,0.33,0.57,
2001,Stefan Posch,AUT,DF,0,0,0,0,0,
2002,Yussuf Poulsen,DEN,FWDF,1,2,1.5,0.25,0.33,
2003,José Pozo,ESP,MF,0,1.25,0,0,0,
2004,Alejandro Pozo Pozo,ESP,DF,0,0.35,0.18,0,0,
2005,Dennis Praet,BEL,MFFW,1,0.48,0.24,0.5,1,
2006,Abdón Prats,ESP,FWMF,1,3,2,0.17,0.25,
2007,Sanjin Prci?,BIH,MF,1,1.51,0.39,0.04,0.17,
2008,Isaac Price,NIR,MF,0,0,0,0,0,
2009,Grischa Prömel,GER,MF,1,1.85,0.42,0.05,0.2,
2010,Ivan Provedel,ITA,GK,0,0,0,0,0,
2011,Javi Puado,ESP,FWMF,3,2.19,0.63,0.11,0.38,
2012,Mehdi Puch Herrantz,FRA,MF,0,0,0,0,0,
2013,Tymoteusz Puchacz,POL,DF,0,0,0,0,0,
2014,Arnau Puigmal,ESP,MFDF,0,1.94,0.32,0,0,
2015,Christian Pulisic,USA,FWDF,1,2.21,0.59,0.07,0.25,
2016,Ignacio Pussetto,ARG,MFDF,0,1.18,1.18,0,0,
2017,Niklas Pyyhtiä,FIN,MF,0,5,0,0,0,
2018,Fabio Quagliarella,ITA,FW,0,4.5,1.25,0,0,
2019,Giacomo Quagliata,ITA,DF,0,1.64,0.18,0,0,
2020,Joshua Quarshie,GER,MF,0,0,0,0,0,
2021,Ghjuvanni Quilichini,FRA,GK,0,0,0,0,0,
2022,Domingos Quina,POR,MF,0,1.94,0,0,0,
2023,Adrien Rabiot,FRA,MF,3,1.42,0.77,0.14,0.25,
2024,Nemanja Radonji?,SRB,MFFW,2,3.43,1.18,0.06,0.17,
2025,Ivan Radovanovi?,SRB,MFDF,0,0.93,0,0,0,
2026,Ionu? Radu,ROU,GK,0,0,0,0,0,
2027,Ionu? Radu,ROU,GK,0,0,0,0,0,
2028,Antonio Raillo,ESP,DF,1,0.3,0.15,0.17,0.33,
2029,Predrag Rajkovi?,SRB,GK,0,0,0,0,0,
2030,Ivan Rakiti?,CRO,MF,1,1.62,0.57,0,0,
2031,Diant Ramaj,GER,GK,0,0,0,0,0,
2032,Largie Ramazani,BEL,FWMF,2,2.52,1.22,0.07,0.14,
2033,Adil Rami,FRA,DF,0,0.67,0.33,0,0,
2034,Chris Ramos,ESP,MF,0,0,0,0,0,
2035,Sergio Ramos,ESP,DF,0,0.59,0.24,0,0,
2036,Aaron Ramsdale,ENG,GK,0,0,0,0,0,
2037,Aaron Ramsey,WAL,MF,1,1.5,0.53,0.06,0.17,
2038,Jacob Ramsey,ENG,MF,2,0.88,0.51,0.17,0.29,
2039,Luca Ranieri,ITA,DF,0,0,0,0,0,
2040,Andrea Ranocchia,ITA,DF,0,0,0,0,0,
2041,Filippo Ranocchia,ITA,MF,1,2.45,0.94,0.08,0.2,
2042,Lilian Raolisoa,FRA,MFDF,0,0,0,0,0,
2043,Raphinha,BRA,FW,4,3.64,1.03,0.1,0.36,
2044,Nicolai Rapp,GER,MFDF,0,1.25,0,0,0,
2045,Elba Rashani,KVX,MFDF,2,1.4,0.56,0.1,0.25,
2046,Marcus Rashford,ENG,FW,11,3.02,1.31,0.18,0.42,
2047,Giacomo Raspadori,ITA,FWMF,1,3.91,1.88,0.04,0.08,
2048,Giacomo Raspadori,ITA,FW,0,0,0,0,0,
2049,Rafael Ratão,BRA,FW,4,1.34,0.71,0.24,0.44,
2050,David Raum,GER,DFFW,0,0.69,0.15,0,0,
2051,Rayan Raveloson,MAD,MFDF,0,1.25,0.09,0,0,
2052,David Raya,ESP,GK,0,0,0,0,0,
2053,Tim Ream,USA,DF,1,0.13,0.09,0.33,0.5,
2054,Ante Rebi?,CRO,FW,3,3.16,1.58,0.17,0.33,
2055,Arkadiusz Reca,POL,DF,1,0.74,0.27,0.09,0.25,
2056,Nathan Redmond,ENG,DF,0,0,0,0,0,
2057,Harrison Reed,ENG,MF,2,0.79,0.2,0.13,0.5,
2058,Sergio Reguilón,ESP,DF,0,0,0,0,0,
2059,Bobby Reid,JAM,FWDF,4,1.24,0.45,0.16,0.44,
2060,Pepe Reina,ESP,GK,0,0,0,0,0,
2061,Jeff Reine-Adélaïde,FRA,MF,0,0,0,0,0,
2062,Jeff Reine-Adélaïde,FRA,MF,0,2.7,1.89,0,0,
2063,Reinier,BRA,MFFW,1,1.14,0.57,0.25,0.5,
2064,Rocco Reitz,GER,MF,0,0,0,0,0,
2065,Karim Rekik,NED,DF,1,0.68,0.14,0.2,1,
2066,Álex Remiro,ESP,GK,0,0,0,0,0,
2067,Panagiotis Retsos,GRE,DF,0,0.71,0,0,0,
2068,Marco Reus,GER,MF,2,2.07,0.46,0.11,0.5,
2069,Alejandro Revuelta Montero,ESP,DF,0,0,0,0,0,
2070,Elvis Rexhbeçaj,GER,MF,0,0.51,0.17,0,0,
2071,Gio Reyna,USA,FWMF,5,2.68,1.07,0.27,0.67,
2072,Chadi Riad,ESP,MF,0,0,0,0,0,
2073,Nico Ribaudo,ESP,FWMF,0,1.9,0.24,0,0,
2074,Alexsandro Ribeiro,BRA,DF,1,0.4,0.2,0.5,1,
2075,Franck Ribéry,FRA,MF,0,0,0,0,0,
2076,Samuele Ricci,ITA,MF,1,0.83,0.3,0.09,0.25,
2077,Declan Rice,ENG,MF,1,1.14,0.18,0.04,0.25,
2078,Chris Richards,USA,DF,0,1.03,0,0,0,
2079,Richarlison,BRA,MFFW,0,2.5,0.89,0,0,
2080,Marco Richter,GER,MFFW,3,2.92,0.94,0.11,0.33,
2081,Diego Rico,ESP,DF,0,0.34,0.09,0,0,
2082,Jaïro Riedewald,NED,DFFW,0,0,0,0,0,
2083,Manuel Riemann,GER,GK,0,0,0,0,0,
2084,Tomás Rincón,VEN,MF,0,0.61,0.2,0,0,
2085,Rémy Riou,FRA,GK,0,0,0,0,0,
2086,Renaud Ripart,FRA,FWMF,3,2.77,0.98,0.1,0.27,
2087,Rodrigo Riquelme,ESP,MFFW,3,2.41,0.92,0.09,0.23,
2088,Matt Ritchie,SCO,FW,0,0,0,0,0,
2089,Sergi Roberto,ESP,DF,2,1,0.5,0.33,0.67,
2090,Lucas Robertone,ARG,MF,1,1.39,0.3,0.04,0.2,
2091,Andrew Robertson,SCO,DF,0,0.61,0.07,0,0,
2092,Antonee Robinson,USA,DF,0,0.05,0,0,0,
2093,Joel Roca,ESP,MFFW,0,2.86,0,0,0,
2094,Marc Roca,ESP,MF,1,0.93,0.37,0.07,0.17,
2095,Enzo Roco,CHI,DF,0,0.47,0.08,0,0,
2096,Marek Rodák,SVK,GK,0,0,0,0,0,
2097,Sebastian Rode,GER,MF,3,0.5,0.38,0.75,1,
2098,Joe Rodon,WAL,DF,1,0.54,0.15,0.14,0.5,
2099,Rodri,ESP,MF,1,1.61,0.36,0.03,0.14,
2100,Rodrigo,ESP,FWMF,10,3.61,1.32,0.17,0.47,
2101,Rodrigo,ESP,FWMF,2,0.8,0.3,0.25,0.67,
2102,Ángel Rodríguez,ESP,FWMF,0,3.04,0.87,0,0,
2103,Óscar Rodríguez Arnaiz,ESP,MF,2,2.26,1.05,0.07,0.14,
2104,Dani Rodríguez,ESP,MF,1,0.85,0.38,0.09,0.2,
2105,Guido Rodríguez,ARG,MF,0,0.55,0.24,0,0,
2106,Pablo Rodríguez,ESP,FWMF,0,0,0,0,0,
2107,Ricardo Rodríguez,SUI,DF,0,0.39,0.13,0,0,
2108,Rodrygo,BRA,FW,4,3.79,0.98,0.06,0.23,
2109,Mads Roerslev,DEN,DF,0,0.29,0,0,0,
2110,Agustín Rogel,URU,DF,0,0.33,0,0,0,
2111,Rogério,BRA,DF,0,0.33,0.05,0,0,
2112,Alessio Romagnoli,ITA,DF,1,0.36,0.1,0.14,0.5,
2113,Cristian Romero,ARG,DF,0,0.45,0.15,0,0,
2114,Iván Romero,ESP,MF,0,0,0,0,0,
2115,Luka Romero,ARG,FW,1,2.67,0.67,0.25,1,
2116,Oriol Romeu,ESP,MF,0,0,0,0,0,
2117,Oriol Romeu,ESP,MF,1,0.94,0.18,0.06,0.33,
2118,Cristiano Ronaldo,POR,FW,1,4.31,1.03,0.04,0.17,
2119,Connor Ronan,IRL,MF,0,0,0,0,0,
2120,Salomón Rondón,VEN,FW,0,3.33,0.83,0,0,
2121,Valentin Rongier,FRA,MF,1,0.61,0.1,0.08,0.5,
2122,Marten de Roon,NED,MF,0,0.45,0.06,0,0,
2123,Pablo Rosario,NED,MFDF,0,0.46,0,0,0,
2124,Tom Rothe,GER,DF,0,0,0,0,0,
2125,Joe Rothwell,ENG,MFDF,0,0.59,0.59,0,0,
2126,Anthony Rouault,FRA,DF,2,0.55,0.27,0.17,0.33,
2127,Jérôme Roussillon,FRA,MFDF,0,0,0,0,0,
2128,Jérôme Roussillon,FRA,DF,0,1.11,0.56,0,0,
2129,Nicolò Rovella,ITA,MF,0,0.92,0.1,0,0,
2130,Nicolò Rovella,ITA,MF,0,6.67,0,0,0,
2131,Amir Rrahmani,KVX,DF,1,0.9,0.07,0.08,1,
2132,Ruan,BRA,DF,0,0.36,0,0,0,
2133,Rubén,ESP,DFMF,0,1.54,0,0,0,
2134,Antonio Rüdiger,GER,DF,1,1.03,0.22,0.07,0.33,
2135,Sebastian Rudy,GER,MF,0,0.21,0.21,0,0,
2136,Daniele Rugani,ITA,DF,0,0.69,0.34,0,0,
2137,Matteo Ruggeri,ITA,DFMF,0,0.98,0,0,0,
2138,Mário Rui,POR,DF,0,0.53,0.13,0,0,
2139,Aitor Ruibal,ESP,DFFW,0,0.98,0.22,0,0,
2140,Kays Ruiz,MAR,MF,0,0,0,0,0,
2141,Fabián Ruiz Peña,ESP,MF,1,1.24,0.19,0.08,0.5,
2142,Víctor Ruiz,ESP,DF,0,0.25,0,0,0,
2143,Gerónimo Rulli,ARG,GK,0,0,0,0,0,
