Rk,Player,Nation,Pos,Goals,Shots,SoT,G/Sh,G/SoT,
1,Brenden Aaronson,USA,MFFW,1,1.53,0.28,0.04,0.2,0.65359477124183
2,Yunis Abdelhamid,MAR,DF,0,0.86,0.05,0,0,
3,Himad Abdelli,FRA,MFFW,0,1.05,0.35,0,0,
4,Salis Abdul Samed,GHA,MF,1,0.6,0.15,0.08,0.33,
5,Laurent Abergel,FRA,MF,0,0.31,0,0,0,
6,Oliver Abildgaard,DEN,MF,0,0,0,0,0,
7,Matthis Abline,FRA,FWMF,1,4.29,1.43,0.11,0.33,
8,Matthis Abline,FRA,FWMF,1,5,1.67,0.17,0.5,
9,Abner,BRA,DF,0,0.67,0.33,0,0,
10,Zakaria Aboukhlal,MAR,FWMF,5,2.75,1.02,0.11,0.29,
11,Tammy Abraham,ENG,FW,6,2.67,1.25,0.13,0.27,
12,Francesco Acerbi,ITA,DF,0,0.49,0,0,0,
13,Mohamed Achi,FRA,FW,0,2.5,0,0,0,
14,Marcos Acuña,ARG,DF,2,1.47,0.37,0.13,0.5,
15,Che Adams,SCO,FW,4,2.06,0.74,0.11,0.31,
16,Tyler Adams,USA,MF,0,0.11,0,0,0,
17,Sargis Adamyan,ARM,FWMF,1,3.46,1.73,0.06,0.11,
18,Tosin Adarabioyo,ENG,DF,1,0.33,0.16,0.25,0.5,
19,Martin Adeline,FRA,MFFW,0,0.83,0,0,0,
20,Karim Adeyemi,GER,FWMF,2,2.24,0.94,0.11,0.25,
21,Amine Adli,FRA,FW,1,1.94,0.69,0.07,0.2,
22,Yacine Adli,FRA,MFFW,0,1.54,1.54,0,0,
23,Michel Aebischer,SUI,FWMF,1,1.16,0.23,0.1,0.5,
24,Felix Afena-Gyan,GHA,FWMF,0,2.5,0.25,0,0,
25,Emmanuel Agbadou,CIV,DF,0,0.79,0.11,0,0,
26,Lucien Agoume,FRA,MF,0,0.31,0,0,0,
27,Felix Agu,GER,DFFW,0,2,0,0,0,
28,Álvaro Aguado,ESP,MF,0,0.71,0.16,0,0,
29,Kevin Agudelo,COL,MFFW,0,1.13,0.31,0,0,
30,Nayef Aguerd,MAR,DF,0,0.88,0,0,0,
31,Ruben Aguilar,FRA,DF,0,0.29,0.29,0,0,
32,Naouirou Ahamada,FRA,MFFW,0,5,0,0,0,
33,Naouirou Ahamada,FRA,MF,2,1.03,0.32,0.13,0.4,
34,Amar Ahmed,SWE,FW,0,0,0,0,0,
35,Jean-Eudes Aholou,CIV,MF,1,0.97,0.32,0.11,0.33,
36,Joseph Aidoo,GHA,DF,2,0.45,0.1,0.22,1,
37,Ola Aina,NGA,DF,1,0.93,0.4,0.14,0.33,
38,Rayan Aït Nouri,FRA,DF,1,0.99,0.5,0.1,0.2,
39,Emanuel Aiwum,AUT,DF,0,0.26,0.09,0,0,
40,Kristoffer Ajer,NOR,DF,0,0.12,0,0,0,
41,Ludovic Ajorque,FRA,FW,1,2.56,0.81,0,0,
42,Ludovic Ajorque,FRA,FW,0,2.69,0.77,0,0,
43,Manuel Akanji,SUI,DF,0,0.77,0.14,0,0,
44,Nathan Aké,NED,DF,0,0.31,0,0,0,
45,Sergio Akieme,ESP,DF,0,1.05,0.29,0,0,
46,Maghnes Akliouche,FRA,MFDF,0,0.36,0.36,0,0,
47,Paul Akouokou,CIV,MF,0,0.77,0.38,0,0,
48,Jean-Daniel Akpa-Akpro,CIV,MF,0,1.04,0.3,0,0,
49,Kevin Akpoguma,NGA,DF,0,0.53,0.09,0,0,
50,David Alaba,AUT,DF,1,0.59,0.07,0.11,1,
51,Tomás Alarcón,CHI,MF,0,0.8,0.4,0,0,
52,Lucas Alario,ARG,FW,1,3.21,0.71,0.11,0.5,
53,Jordi Alba,ESP,DF,1,0.87,0.19,0.11,0.5,
54,Luis Alberto,ESP,MF,4,1.45,0.6,0.18,0.43,
55,Raúl Albiol,ESP,DF,0,0.06,0,0,0,
56,Marc Albrighton,ENG,FWMF,1,0.77,0.38,0.5,1,
57,Thiago Alcántara,ESP,MF,0,0.7,0.08,0,0,
58,Carlos Alcaraz,ARG,MF,1,2.67,0.67,0.25,1,
59,Rubén Alcaraz,ESP,MF,1,1.52,0.18,0.06,0.5,
60,Omar Alderete,PAR,DF,0,0.71,0.14,0,0,
61,Iván Alejo,ESP,MFFW,0,1.48,0.25,0,0,
62,Doðan Alemdar,TUR,GK,0,0,0,0,0,
63,Carles Aleñá,ESP,MF,2,1.3,0.49,0.1,0.25,
64,Trent Alexander-Arnold,ENG,DF,1,1.31,0.19,0.05,0.33,
65,Alejandro Alfaro,ESP,MF,0,0,0,0,0,
66,Ángel Algobia,ESP,MF,0,0.36,0,0,0,
67,Mohamed Ali Cho,FRA,FW,0,3.14,1.43,0,0,
68,Faride Alidou,GER,DFMF,0,1.43,0,0,0,
69,Alisson,BRA,GK,0,0,0,0,0,
70,Jim Allevinah,GAB,DFFW,1,1.4,0.29,0.05,0.25,
71,Dele Alli,ENG,MF,0,0,0,0,0,
72,Domingos André Ribeiro Almeida,POR,MF,2,0.79,0.36,0.18,0.4,
73,Miguel Almirón,PAR,FW,10,2.33,0.74,0.21,0.67,
74,Marcos Alonso,ESP,DF,1,0.43,0.14,0.33,1,
75,Mickaël Alphonse,GLP,DF,0,0.74,0.11,0,0,
76,Éder Álvarez Balanta,COL,MF,0,0,0,0,0,
77,Carlos Álvarez,ESP,FW,0,0,0,0,0,
78,Gastón Álvarez,URU,DF,2,0.32,0.32,1,1,
79,Julián Álvarez,ARG,FWMF,4,2.97,1.25,0.21,0.5,
80,Agustín Álvarez Martínez,URU,FWMF,1,3.33,0.91,0.09,0.33,
81,Yeray Álvarez,ESP,DF,1,0.34,0.06,0.17,1,
82,Ibrahim Amadou,FRA,DFMF,0,0.44,0,0,0,
83,Daniel Amartey,GHA,DF,0,0.2,0.13,0,0,
84,Amath,SEN,MFFW,1,1.82,0.73,0.1,0.25,
85,Jordan Amavi,FRA,DF,0,0,0,0,0,
86,Kelvin Amian,FRA,DF,0,0.77,0.09,0,0,
87,Bruno Amione,ARG,DF,0,0,0,0,0,
88,Bruno Amione,ARG,DF,0,0.57,0.11,0,0,
89,Nadiem Amiri,GER,MFFW,2,1.69,0.7,0.17,0.4,
90,Ethan Ampadu,WAL,DFMF,0,0.79,0.26,0,0,
91,Sofyan Amrabat,MAR,MF,0,0.54,0.16,0,0,
92,Joachim Andersen,DEN,DF,1,0.67,0.3,0.09,0.2,
93,Elliot Anderson,SCO,FWMF,0,3.08,0.77,0,0,
94,Felipe Anderson,BRA,FW,6,1.18,0.64,0.27,0.5,
95,Benjamin André,FRA,MF,1,0.77,0.1,0.07,0.5,
96,Komnen Andri?,SRB,FW,4,1.94,0.79,0.11,0.27,
97,Robert Andrich,GER,MF,2,1.02,0.25,0.13,0.5,
98,Angeliño,ESP,DF,0,0.62,0.17,0,0,
99,Fabrizio Angileri,ARG,DF,0,0.53,0,0,0,
100,Jaidon Anthony,ENG,MFFW,3,1.95,1.15,0.18,0.3,
101,Janis Antiste,FRA,FW,1,1.67,1.67,1,1,
102,Waldemar Anton,GER,DF,1,0.75,0.2,0.07,0.25,
103,Marcos Antônio,BRA,MF,0,0,0,0,0,
104,Michail Antonio,JAM,FW,2,2.05,0.68,0.08,0.25,
105,Antony,BRA,FW,3,3.27,1.39,0.09,0.21,
106,Valentin Antov,BUL,DF,0,0,0,0,0,
107,Christopher Antwi-Adjei,GHA,FWMF,2,1.48,0.45,0.15,0.5,
108,Anuar,MAR,MFFW,1,1.3,0.43,0.33,1,
109,Houssem Aouar,FRA,MF,1,1.33,0.67,0.17,0.33,
110,Adil Aouchiche,FRA,MFFW,0,3.33,1.11,0,0,
111,Dennis Appiah,FRA,DFMF,0,0.57,0.11,0,0,
112,Mauro Arambarri,URU,MF,0,0.92,0,0,0,
113,Charles Aránguiz,CHI,MF,1,0.91,0.36,0.2,0.5,
114,Ronald Araújo,URU,DF,0,0.63,0,0,0,
115,Cameron Archer,ENG,FWMF,0,0,0,0,0,
116,Taïryk Arconte,FRA,FWMF,0,2.5,2.5,0,0,
117,Alphonse Areola,FRA,GK,0,0,0,0,0,
118,Joe Aribo,NGA,MFFW,2,1.07,0.66,0.15,0.25,
119,Adam Armstrong,ENG,FW,1,1.67,0.79,0.05,0.11,
120,Stuart Armstrong,SCO,MFFW,1,1.53,0.35,0.08,0.33,
121,Marko Arnautovi?,AUT,FW,8,1.59,0.76,0.24,0.5,
122,Maximilian Arnold,GER,MF,4,1.04,0.36,0.1,0.29,
123,Kepa Arrizabalaga,ESP,GK,0,0,0,0,0,
124,Roberto Arroyo,ESP,MF,0,0,0,0,0,
125,Tolgay Arslan,GER,MF,1,2.09,0.55,0.05,0.2,
126,Arthur,BRA,FW,3,3.24,1.22,0.08,0.22,
127,Santiago Arzamendia,PAR,MFDF,0,0.91,0.3,0,0,
128,Takuma Asano,JPN,FWMF,1,2.68,0.85,0.05,0.17,
129,Santiago Ascacíbar,ARG,MF,0,1.73,0.37,0,0,
130,Sergio Asenjo,ESP,GK,0,0,0,0,0,
131,Marco Asensio,ESP,FWMF,2,3.75,1.07,0.1,0.33,
132,Kristoffer Askildsen,NOR,MF,0,1.36,0.45,0,0,
133,Fisnik Asllani,KVX,FWMF,0,2.86,0,0,0,
134,Kristjan Asllani,ALB,MF,0,1.82,0,0,0,
135,Iago Aspas,ESP,FW,9,2.27,1.03,0.19,0.42,
136,Lorenz Assignon,TOG,DF,0,1.36,0.45,0,0,
137,Youcef Atal,ALG,DFMF,1,1.27,0.7,0.11,0.2,
138,Pierre-Emerick Aubameyang,GAB,FW,1,2.08,1.04,0.1,0.2,
139,Pierre-Emerick Aubameyang,GAB,FW,0,10,0,0,0,
140,Emil Audero,ITA,GK,0,0,0,0,0,
141,Tommaso Augello,ITA,DF,1,0.33,0.11,0.17,0.5,
142,Ludwig Augustinsson,SWE,DF,0,2.22,1.11,0,0,
143,Ludwig Augustinsson,SWE,DF,0,0,0,0,0,
144,Serge Aurier,CIV,DF,1,0.5,0.17,0.17,0.5,
145,Mathias Autret,FRA,MFFW,2,1.52,0.83,0.05,0.09,
146,Ezequiel Ávila,ARG,FWMF,7,3.1,1.4,0.13,0.28,
147,Cédric Avinel,GLP,DF,1,0.16,0.08,0.5,1,
148,Taiwo Awoniyi,NGA,FW,4,2.35,0.99,0.21,0.5,
149,Mehmet-Can Aydin,GER,DF,0,1.52,0,0,0,
150,André Ayew,GHA,FW,0,0,0,0,0,
151,Jordan Ayew,GHA,FWMF,1,0.78,0.36,0.08,0.17,
152,Kaan Ayhan,TUR,DF,0,0.16,0.16,0,0,
153,Luke Ayling,ENG,DF,0,0.9,0.13,0,0,
154,Ayman Azhil,MAR,MF,0,0,0,0,0,
155,Sardar Azmoun,IRN,MFFW,0,3.43,1.14,0,0,
156,César Azpilicueta,ESP,DF,0,0.44,0.09,0,0,
157,Sanoussy Ba,GER,DF,0,0,0,0,0,
158,Iddrisu Baba,GHA,MF,0,0.63,0,0,0,
159,Sr?an Babi?,SRB,DF,1,0.29,0.17,0.2,0.33,
160,Loïc Bade,FRA,DF,0,0.2,0,0,0,
161,Loïc Bade,FRA,DF,0,2,0,0,0,
162,Édgar Badía,ESP,GK,0,0,0,0,0,
163,Benoît Badiashile,FRA,DF,0,1,0.25,0,0,
164,Benoît Badiashile,FRA,DF,2,0.54,0.32,0.4,0.67,
165,Alex Baena,ESP,MFFW,4,2.96,1.13,0.12,0.31,
166,Jaime Báez,URU,DF,0,1.82,0,0,0,
167,Leon Bailey,JAM,FWMF,4,2.4,0.82,0.11,0.33,
168,Eric Bailly,CIV,DF,0,0.51,0,0,0,
169,Dénys Bain,FRA,DF,0,0,0,0,0,
170,Brandon Baiye,BEL,MF,0,0,0,0,0,
171,Stefan Bajcetic,ESP,MF,1,0.91,0.45,0.5,1,
172,Nedim Bajrami,ALB,MFFW,1,2,0.67,0.05,0.14,
173,Nedim Bajrami,ALB,MF,0,6.67,3.33,0,0,
174,Cédric Bakambu,COD,MF,0,0,0,0,0,
175,Mitchel Bakker,NED,MFDF,2,0.93,0.37,0.2,0.5,
176,Ridle Baku,GER,DF,5,1.09,0.47,0.24,0.56,
177,Tommaso Baldanzi,ITA,MF,4,1.41,0.82,0.33,0.57,
178,Alejandro Balde,ESP,DF,0,0.45,0.15,0,0,
179,Thierno Balde,FRA,DF,0,0.27,0,0,0,
180,Carlos Baleba,CMR,MF,0,2,0.33,0,0,
181,Mikel Balenziaga,ESP,DF,0,0,0,0,0,
182,Leonardo Balerdi,ARG,DF,0,0.15,0,0,0,
183,Iván Balliu,ALB,DF,0,0.25,0.05,0,0,
184,Fodé Ballo-Touré,SEN,DF,1,0.45,0.45,1,1,
185,Folarin Balogun,ENG,FW,14,3.33,1.58,0.17,0.36,
186,Abdoulaye Bamba,CIV,DF,0,0,0,0,0,
187,Jonathan Bamba,FRA,FW,4,2.47,0.93,0.1,0.27,
188,Patrick Bamford,ENG,FW,1,3.03,1.36,0.05,0.11,
189,Lameck Banda,ZAM,FWMF,1,1.79,0.6,0.05,0.14,
190,Filippo Bandinelli,ITA,MF,2,1.08,0.3,0.11,0.4,
191,Léo Baptistão,BRA,FWMF,3,2.95,0.86,0.1,0.33,
192,Shandon Baptiste,GRN,MF,0,0.42,0.21,0,0,
193,Antonín Barák,CZE,MF,0,0,0,0,0,
194,Antonín Barák,CZE,MF,1,1.44,0.27,0.06,0.33,
195,Andrea Barberis,ITA,MF,0,0.57,0,0,0,
196,Bradley Barcola,FRA,FWMF,1,2.7,0.81,0.1,0.33,
197,Melvin Bard,FRA,DF,0,0.18,0,0,0,
198,Keidi Bare,ALB,MF,0,1.08,0.54,0,0,
199,Nicolò Barella,ITA,MF,5,0.95,0.45,0.29,0.63,
200,Kike Barja,ESP,FWMF,1,0.93,0.7,0.25,0.33,
201,Ross Barkley,ENG,FWMF,3,3.24,1.18,0.14,0.38,
202,Aymen Barkok,MAR,MF,0,2.35,0.29,0,0,
203,Harvey Barnes,ENG,MFFW,8,2.5,1.22,0.17,0.35,
204,Leandro Barreiro Martins,LUX,MF,0,1.33,0.58,0,0,
205,Ander Barrenetxea,ESP,FWDF,1,0.95,0.95,0.5,0.5,
206,Mickaël Barreto,FRA,MF,0,1.05,0,0,0,
207,Pablo Barrios,ESP,MF,0,1.67,0.67,0,0,
208,Musa Barrow,GAM,FWMF,2,3.29,0.71,0.07,0.33,
209,Federico Baschirotto,ITA,DF,3,0.55,0.14,0.25,1,
210,Toma Baši?,CRO,MF,0,1.46,0.73,0,0,
211,Gil Bastião Dias,POR,FW,0,3.08,0.77,0,0,
212,Alessandro Bastoni,ITA,DF,0,0.71,0.21,0,0,
213,Simone Bastoni,ITA,MFDF,2,1.9,0.57,0.1,0.33,
214,Rodrigo Battaglia,ARG,MF,0,0.27,0,0,0,
215,Maximilian Bauer,GER,DF,0,0.69,0,0,0,
216,Oliver Baumann,GER,GK,0,0,0,0,0,
217,Timo Baumgartl,GER,DF,0,1.14,0.57,0,0,
218,Julian Baumgartlinger,AUT,MF,0,0.97,0,0,0,
219,Christoph Baumgartner,AUT,MFFW,5,2.53,0.73,0.11,0.38,
220,Cyrille Bayala,BFA,MF,1,1.06,0.35,0.07,0.2,
221,Brian Bayeye,FRA,DF,0,0,0,0,0,
222,Noah Joel Sarenren Bazee,NGA,FW,0,0,0,0,0,
223,Gavin Bazunu,IRL,GK,0,0,0,0,0,
224,Bebé,CPV,FW,0,5.71,0,0,0,
225,Ihlas Bebou,TOG,FWDF,2,2.35,1.47,0.25,0.4,
226,Rodrigo Becão,BRA,DF,1,0.61,0.2,0.11,0.33,
227,Mads Bech Sørensen,DEN,DFMF,0,0,0,0,0,
228,Julius Beck,DEN,MF,0,0,0,0,0,
229,Sheraldo Becker,SUR,FW,7,2.1,0.93,0.21,0.47,
230,Jan Bednarek,POL,DF,0,1.32,0,0,0,
231,Jan Bednarek,POL,DF,0,0,0,0,0,
232,Donny van de Beek,NED,MF,0,1.05,0,0,0,
233,Asmir Begovi?,BIH,GK,0,0,0,0,0,
234,Yanis Begraoui,FRA,FWMF,0,0,0,0,0,
235,Kevin Behrens,GER,FW,4,1.43,0.83,0.33,0.57,
236,Alexis Beka Beka,FRA,MF,0,0.97,0.32,0,0,
237,Jérémie Bela,ANG,DFMF,1,1.27,0.42,0.11,0.33,
238,Youcef Belaïli,ALG,MFFW,5,2.18,0.69,0.05,0.17,
239,Youcef Belaïli,ALG,FWMF,0,2.25,0.25,0,0,
240,Haris Belkebla,ALG,MF,1,0.42,0.12,0.14,0.5,
241,Stefan Bell,GER,DF,0,0.24,0,0,0,
242,Armel Bella Kotchap,GER,DF,0,0.88,0.09,0,0,
243,Raoul Bellanova,ITA,DFMF,0,1.11,0,0,0,
244,Karim Bellarabi,GER,FW,0,0,0,0,0,
245,Jean-Ricner Bellegarde,FRA,MF,1,1.19,0.34,0.05,0.17,
246,Héctor Bellerín,ESP,DF,0,0,0,0,0,
247,Jude Bellingham,ENG,MF,4,2.07,0.74,0.1,0.29,
248,Jeanöel Belocian,FRA,DF,0,0,0,0,0,
249,Andrea Belotti,ITA,FW,0,1.78,0.89,0,0,
250,Fran Beltrán,ESP,MF,0,0.89,0.06,0,0,
251,Eliesse Ben Seghir,FRA,FW,3,2.88,0.96,0.2,0.6,
252,Salim Ben Seghir,FRA,MF,0,0,0,0,0,
253,Wissam Ben Yedder,FRA,FW,14,2.46,1.59,0.32,0.5,
254,Marco Benassi,ITA,DF,0,0,0,0,0,
255,Marco Benassi,ITA,MF,0,1.9,0.95,0,0,
256,Ismaël Bennacer,ALG,MF,1,0.45,0.13,0.14,0.5,
257,Saïd Benrahma,ALG,FWMF,3,2.86,0.83,0.03,0.09,
258,Ramy Bensebaini,ALG,DF,5,1.4,0.45,0.16,0.5,
259,Nabil Bentaleb,ALG,MF,2,1.18,0.36,0.1,0.33,
260,Rodrigo Bentancur,URU,MF,5,0.9,0.54,0.33,0.56,
261,Karim Benzema,FRA,FW,9,4.05,1.38,0.13,0.38,
262,Domenico Berardi,ITA,FW,4,4.31,0.78,0.05,0.25,
263,Yuri Berchiche,ESP,DF,0,1.24,0.29,0,0,
264,Álex Berenguer,ESP,FW,3,1.97,0.66,0.1,0.3,
265,Bartosz Bereszy?ski,POL,DF,0,0.23,0,0,0,
266,Patrick Berg,NOR,MFFW,0,0,0,0,0,
267,Mitchell van Bergen,NED,FWDF,0,2.43,1.29,0,0,
268,Mergim Berisha,GER,FW,6,2.91,0.79,0.11,0.4,
269,Quentin Bernard,FRA,DF,0,0,0,0,0,
270,Paul Bernardoni,FRA,GK,0,0,0,0,0,
271,Juan Bernat,ESP,DF,1,0.45,0.36,0.2,0.25,
272,Victor Bernth Kristiansen,DEN,DF,0,0.53,0,0,0,
273,Jason Berthomier,FRA,MF,0,0,0,0,0,
274,Beto,GNB,FW,7,2.31,0.9,0.23,0.58,
275,Owen Bevan,WAL,DF,0,0,0,0,0,
276,Matteo Bianchetti,ITA,DF,1,0.43,0.29,0.17,0.25,
277,Alessandro Bianco,ITA,MF,0,1.67,0.83,0,0,
278,Giulian Biancone,FRA,DF,0,0,0,0,0,
279,Ermin Bi?ak?i?,BIH,DF,0,0,0,0,0,
280,Pedro Bigas,ESP,DF,0,0.85,0.35,0,0,
281,Jaka Bijol,SVN,DF,2,0.65,0.19,0.2,0.67,
282,El Bilal Touré,MLI,FW,4,2.31,1.06,0.17,0.36,
283,El Bilal Touré,MLI,FW,0,1,1,0,0,
284,Philip Billing,DEN,MFFW,4,1.16,0.58,0.2,0.4,
285,Jean-Claude Billong,CMR,MF,0,0,0,0,0,
286,Cristiano Biraghi,ITA,DF,0,0.78,0.06,0,0,
287,Samuele Birindelli,ITA,DF,0,1.22,0.31,0,0,
288,Veljko Birman?evi?,SRB,FWMF,0,2,0.33,0,0,
289,Tom Bischof,GER,MFFW,0,1.92,0.38,0,0,
290,Yves Bissouma,MLI,MF,0,0.56,0,0,0,
291,Kristijan Bistrovi?,CRO,MF,0,1.57,0.2,0,0,
292,Leonardo Bittencourt,GER,MFDF,2,1.35,0.63,0.15,0.33,
293,Marco Bizot,NED,GK,0,0,0,0,0,
294,Blanco,ESP,MF,0,0,0,0,0,
295,Lautaro Blanco,ARG,MFDF,0,0,0,0,0,
296,Rubén Blanco,ESP,GK,0,0,0,0,0,
297,Ludovic Blas,FRA,MFFW,4,3.3,1.03,0.03,0.11,
298,Janis Blaswich,GER,GK,0,0,0,0,0,
299,Miha Bla?i?,SVN,DF,2,0.3,0.12,0.4,1,
300,Joaquín Blázquez,ARG,GK,0,0,0,0,0,
301,Alexis Blin,FRA,MFDF,0,0.36,0.07,0,0,
302,Daley Blind,NED,MFDF,0,2.5,2.5,0,0,
303,Myron Boadu,NED,FW,1,1.67,1.67,1,1,
304,Jérôme Boateng,GER,DF,0,0,0,0,0,
305,Kevin-Prince Boateng,GHA,MF,0,0,0,0,0,
306,Antonin Bobichon,FRA,MF,0,5,5,0,0,
307,Jean-Paul Boëtius,NED,MF,0,0.6,0.36,0,0,
308,Jeremie Boga,CIV,MFFW,1,1.82,0.45,0.13,0.5,
309,Emil Bohinen,NOR,MF,0,0.53,0,0,0,
310,Quentin Boisgard,FRA,MF,1,3,1.5,0.17,0.33,
311,Willy Boly,CIV,DF,0,0.15,0,0,0,
312,Giacomo Bonaventura,ITA,MF,3,2.36,0.61,0.09,0.33,
313,Federico Bonazzoli,ITA,FW,2,2.8,0.6,0.07,0.33,
314,Warren Bondo,FRA,MF,0,1.43,0,0,0,
315,Theo Bongonda,COD,MF,2,2.11,0.44,0.11,0.5,
316,Kevin Bonifazi,ITA,DF,0,0.43,0,0,0,
317,Leonardo Bonucci,ITA,DF,1,0.3,0.15,0.5,1,
318,Neto Borges,BRA,DF,2,0.84,0.16,0.13,0.67,
319,Yvandro Borges Sanches,LUX,FWMF,0,3.33,0,0,0,
320,Sebastiaan Bornauw,BEL,DF,0,0.16,0.08,0,0,
321,Rafael Borré,COL,FWMF,2,2,0.55,0.09,0.33,
322,Erik Botheim,NOR,FW,1,1.08,0.27,0.25,1,
323,Sven Botman,NED,DF,0,0.59,0.21,0,0,
324,Kenji-Van Boto,MAD,DF,0,1,0,0,0,
325,Kouamé Botué,BFA,FWMF,0,2.8,0,0,0,
326,Badredine Bouanani,ALG,FWMF,0,1.5,0.5,0,0,
327,Hicham Boudaoui,ALG,MF,0,0.47,0.23,0,0,
328,Franci Bouebari,FRA,DF,0,0,0,0,0,
329,Sofiane Boufal,MAR,FWMF,4,2.26,0.97,0.1,0.22,
330,Wassim Boullif,ESP,DFMF,0,0,0,0,0,
331,Yassine Bounou,MAR,GK,0,0,0,0,0,
332,Ismaëlben Boura,FRA,DFFW,0,2,1,0,0,
333,Mehdi Bourabia,MAR,MF,0,0.76,0.11,0,0,
334,Benjamin Bourigeaud,FRA,MFFW,3,1.69,0.37,0.06,0.29,
335,Edoardo Bove,ITA,MF,0,2.5,0.5,0,0,
336,Jarrod Bowen,ENG,FWMF,4,2.01,0.46,0.07,0.3,
337,Lucas Boyé,ARG,FW,1,2,0.59,0.04,0.13,
338,Jayden Braaf,NED,MF,0,1.25,0,0,0,
339,Domagoj Bradari?,CRO,DF,0,0.36,0,0,0,
340,Bilal Brahimi,ALG,FWMF,3,1.8,0.8,0.33,0.75,
341,Martin Braithwaite,DEN,FWMF,5,2.12,1.06,0.18,0.36,
342,Juan Brandáriz,ESP,DF,1,0.25,0.13,0.5,1,
343,Julian Brandt,GER,MFFW,6,1.33,0.66,0.27,0.55,
344,Darko Brašanac,SRB,MF,1,0.72,0.36,0.17,0.33,
345,Lilian Brassier,FRA,DF,0,0.38,0.05,0,0,
346,Claudio Bravo,CHI,GK,0,0,0,0,0,
347,Fabian Bredlow,GER,GK,0,0,0,0,0,
348,James Bree,ENG,DF,0,0,0,0,0,
349,Josip Brekalo,CRO,FW,0,5,0,0,0,
350,Josip Brekalo,CRO,MFFW,0,0.67,0.33,0,0,
351,Gleison Bremer,BRA,DF,1,0.97,0.11,0.06,0.5,
352,Armando Broja,ALB,FW,1,1.82,1.52,0.17,0.2,
353,Dylan Bronn,TUN,DF,0,0.5,0.07,0,0,
354,John Brooks,USA,DF,0,0.33,0,0,0,
355,Moritz Broschinski,GER,FW,1,15,10,0.33,0.5,
356,Marcelo Brozovi?,CRO,MF,2,1.55,0.56,0.18,0.5,
357,Cédric Brunner,SUI,DF,0,0.38,0,0,0,
358,Lewis Brunt,ENG,DF,0,0,0,0,0,
359,Jacob Bruun Larsen,DEN,FW,1,1.82,0.61,0.17,0.5,
360,Andreas Bruus,DEN,DFFW,0,0.35,0.09,0,0,
361,Bryan,ESP,MFFW,0,1.25,0.63,0,0,
362,Bryan,ESP,DFMF,1,1.33,0.67,0.5,1,
363,Joe Bryan,ENG,MFDF,0,0.56,0,0,0,
364,Lee Buchanan,ENG,DFFW,1,1.33,0.33,0.25,1,
365,Ante Budimir,CRO,FW,2,2.92,0.73,0.07,0.29,
366,Emi Buendía,ARG,MFFW,3,2.21,0.44,0.1,0.5,
367,Hugo Bueno,ESP,DF,0,0.42,0.1,0,0,
368,Santiago Bueno,URU,DF,0,0.55,0.1,0,0,
369,Adam Buksa,POL,FWMF,0,0,0,0,0,
370,Marius Bülter,GER,FWMF,3,1.99,0.42,0.03,0.14,
371,Cristian Buonaiuto,ITA,MFFW,0,4.14,1.21,0,0,
372,Facundo Buonanotte,ARG,MFFW,0,0,0,0,0,
373,Alessandro Buongiorno,ITA,DF,0,0.83,0,0,0,
374,Delano Burgzorg,NED,FWMF,0,1.74,0.87,0,0,
375,Jonathan Burkardt,GER,MFFW,1,3.39,1.02,0.05,0.17,
376,Oliver Burke,SCO,FWMF,2,2.67,1.67,0.25,0.4,
377,Dan Burn,ENG,DF,0,0.53,0.15,0,0,
378,Maxime Busi,BEL,DF,0,0.44,0,0,0,
379,Sergio Busquets,ESP,MF,0,0.28,0.07,0,0,
380,Aurélio Buta,POR,DF,2,0.8,0.8,1,1,
381,Marcin Bu?ka,POL,GK,0,0,0,0,0,
382,Jamie Bynoe-Gittens,ENG,FWMF,3,4.38,2.5,0.21,0.38,
383,Juan Cabal,COL,DF,0,0,0,0,0,
384,Rémy Cabella,FRA,MFFW,4,1.58,1.05,0.19,0.29,
385,Jimmy Cabot,FRA,DFMF,0,0.88,0.18,0,0,
386,Leandro Cabrera,URU,DF,0,0.77,0.16,0,0,
387,Liberato Cacace,NZL,DF,0,1.33,0,0,0,
388,Anthony Caci,FRA,DF,1,0.51,0.17,0.17,0.5,
389,Cafú,POR,MF,0,0,0,0,0,
390,Moisés Caicedo,ECU,MF,1,0.73,0.26,0.07,0.2,
391,Tom Cairney,SCO,MF,0,2.12,0,0,0,
392,Jens Cajuste,SWE,MF,1,1.37,0.32,0.08,0.33,
393,Cala,ESP,DF,0,0.67,0,0,0,
394,Davide Calabria,ITA,DF,1,0.63,0.09,0.14,1,
395,Mattia Caldara,ITA,DF,0,0.74,0.19,0,0,
396,Luca Caldirola,ITA,DF,0,0.34,0.07,0,0,
397,Fernando Calero,ESP,DFMF,0,0.31,0.08,0,0,
398,Duje ?aleta-Car,CRO,DF,0,0.38,0.13,0,0,
399,Duje ?aleta-Car,CRO,DF,0,0,0,0,0,
400,Hakan Çalhanoðlu,TUR,MF,2,1.65,0.41,0.04,0.14,
401,Kerim Calhanoglu,GER,DF,0,1.43,0,0,0,
402,Daniel Caligiuri,ITA,DFMF,1,1.72,0.69,0.2,0.5,
403,Alexander Callens,PER,DF,0,0,0,0,0,
404,Dominic Calvert-Lewin,ENG,FW,1,1.98,0.49,0.06,0.25,
405,Mahdi Camara,FRA,MF,0,1.02,0.23,0,0,
406,Mohamed Camara,GUI,MF,0,0.95,0,0,0,
